Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission
2009 Used Hyundai i10 in Unnao,i10 [2007-2010],2009,140000,Hyundai,90000,Petrol,Hatchback,5,First Owner,Manual
2010 Used Mercedes-Benz C-Class in Mumbai,C-Class [2010-2011],2010,599999,Mercedes-Benz,66711,Petrol,Sedan,5,Second Owner,Automatic
2019 Used BMW 6-Series GT in Thane,6 Series GT [2018-2021],2019,3450000,BMW,42800,Petrol,Sedan,5,First Owner,Automatic
2019 Used Maruti Suzuki Ciaz in Mumbai,Ciaz [2017-2018],2019,790000,Maruti Suzuki,51000,Diesel,Sedan,5,First Owner,Manual
2021 Used Ford Endeavour in Mumbai,Endeavour,2021,3650000,Ford,33011,Diesel,SUV,7,First Owner,Automatic (TC)
2013 Used Hyundai i10 in Thane,i10 [2010-2017],2013,249999,Hyundai,56000,Petrol,Hatchback,5,Second Owner,Manual
2014 Used Toyota Innova in Mumbai,Innova [2013-2014],2014,790000,Toyota,181000,Diesel,SUV,8,First Owner ,Manual
2018 Used Hyundai Creta in Thane,Creta [2015-2017],2018,1049000,Hyundai,30155,Petrol,SUV,5,First Owner,Automatic
2022 Used Maruti Suzuki Ertiga in Thane,Ertiga [2015-2018],2022,1055000,Maruti Suzuki,27740,CNG,SUV,7,First Owner,Manual
2018 Used Hyundai Elite i20 in Kota,Elite i20 [2018-2019],2018,460000,Hyundai,37230,Petrol,Hatchback,5,Third Owner ,Manual
2024 Used Mahindra Thar in Kota,Thar,2024,1400000,Mahindra,3600,Petrol,SUV,4,First Owner ,Automatic (TC)
2012 Used Toyota Innova in Kota,Innova [2012-2013],2012,550000,Toyota,57102,Diesel,SUV,7,Second Owner ,Manual
2021 Used Nissan Patrol in Kota,Patrol,2021,450000,Nissan,18000,Petrol,SUV,0,Second Owner ,Automatic (TC)
2021 Used Nissan Magnite in Kota,Magnite [2020-2024],2021,450000,Nissan,18000,Petrol,CompactSuv,5,Second Owner ,Manual
2022 Used Mahindra Scorpio in Buxar,Scorpio 2021,2022,1420000,Mahindra,80000,Diesel,SUV,7,First Owner ,Manual
2022 Used Mahindra Scorpio in Patna,Scorpio 2021,2022,1325000,Mahindra,38000,Diesel,SUV,7,First Owner,Manual
2019 Used Mahindra Scorpio in Patna,Scorpio 2021,2019,1351000,Mahindra,41000,Diesel,SUV,7,First Owner,Manual
2021 Used Mahindra Scorpio in Patna,Scorpio 2021,2021,1321000,Mahindra,46000,Diesel,SUV,7,First Owner,Manual
2021 Used Mahindra Scorpio in Patna,Scorpio 2021,2021,1251000,Mahindra,36000,Diesel,SUV,7,First Owner,Manual
2021 Used Mahindra Scorpio in Patna,Scorpio 2021,2021,1275000,Mahindra,65000,Diesel,SUV,7,First Owner,Manual
2020 Used Mahindra Scorpio in Patna,Scorpio 2021,2020,1175000,Mahindra,40000,Diesel,SUV,7,First Owner,Manual
2014 Used Mahindra Scorpio in Patna,Scorpio [2009-2014],2014,625000,Mahindra,51000,Diesel,SUV,7,First Owner,Manual
2022 Used Hyundai Alcazar in Patna,Alcazar [2021-2023],2022,1400000,Hyundai,42239,Diesel,SUV,7,First Owner,Automatic (TC)
2018 Used Maruti Suzuki Celerio in Patna,Celerio [2017-2021],2018,375000,Maruti Suzuki,51000,Petrol,Hatchback,5,Second Owner,Manual
2024 Used Maruti Suzuki XL6 in Patna,XL6,2024,1275000,Maruti Suzuki,37000,CNG,MPV_MUV,6,First Owner,Manual
2016 Used Hyundai Grand i10 in Jhabua,Grand i10 [2013-2017],2016,450000,Hyundai,69000,Diesel,Hatchback,5,First Owner ,Manual
2012 Used Maruti Suzuki Swift DZire in Jhabua,Swift DZire [2011-2015],2012,400000,Maruti Suzuki,130000,Diesel,Sedan,5,First Owner ,Manual
2025 Used Hyundai Aura in Jhabua,Aura,2025,600000,Hyundai,10000,CNG,CompactSedan,5,First Owner ,Manual
2011 Used Mahindra Scorpio in Jhabua,Scorpio [2009-2014],2011,500000,Mahindra,120700,Diesel,SUV,7,First Owner ,Manual
2010 Used Hyundai i10 in Jhabua,i10 [2007-2010],2010,160000,Hyundai,106000,Petrol,Hatchback,5,Third Owner ,Manual
2008 Used Maruti Suzuki Swift DZire in Jhabua,Swift Dzire [2008-2010],2008,221000,Maruti Suzuki,187500,Diesel,Sedan,5,Third Owner ,Manual
2013 Used Maruti Suzuki Ertiga in Jhabua,Ertiga [2012-2015],2013,400000,Maruti Suzuki,196000,Diesel,SUV,7,Fourth Owner,Manual
2015 Used Maruti Suzuki Swift DZire in Jhabua,Swift DZire [2011-2015],2015,400000,Maruti Suzuki,55000,Diesel,Sedan,5,First Owner ,Manual
2008 Used Maruti Suzuki Alto in Jhabua,Alto [2005-2010],2008,75000,Maruti Suzuki,135000,Petrol,Hatchback,5,Second Owner ,Manual
2025 Used Maruti Suzuki Ertiga in Jhabua,Ertiga,2025,1300000,Maruti Suzuki,1000,CNG,MPV_MUV,7,First Owner ,Manual
2011 Used Tata Vista in Jhabua,Indica Vista [2008-2011],2011,270000,Tata,80000,Diesel,Hatchback,5,Second Owner ,Manual
2013 Used Maruti Suzuki Alto 800 in Jhabua,Alto 800 [2012-2016],2013,200000,Maruti Suzuki,107000,Petrol,Hatchback,5,Second Owner ,Manual
2009 Used Maruti Suzuki Alto in Jhabua,Alto [2005-2010],2009,139237,Maruti Suzuki,135000,Petrol,Hatchback,5,Third Owner ,Manual
2015 Used Mahindra Bolero in Lohardaga,Bolero [2011-2020],2015,575000,Mahindra,50000,Diesel,SUV,7,First Owner ,Manual
2021 Used Nissan Magnite in Sattenapalle,Magnite [2020-2024],2021,650000,Nissan,42000,Petrol,CompactSuv,5,First Owner ,Manual
2014 Used Toyota Fortuner in Guntur,Fortuner [2012-2016],2014,1400000,Toyota,153000,Diesel,SUV,7,Second Owner ,Manual
2023 Used Mahindra XUV300 in Guntur,XUV300 TurboSport,2023,1050000,Mahindra,16500,Petrol,CompactSuv,5,First Owner ,Manual
2018 Used Ford Freestyle in Guntur,Freestyle,2018,500000,Ford,112500,Diesel,Hatchback,0,First Owner ,Manual
2022 Used Maruti Suzuki DZire in Guntur,Dzire [2020-2024],2022,800000,Maruti Suzuki,35000,Petrol,CompactSedan,5,First Owner ,Manual
2022 Used Maruti Suzuki DZire in Guntur,Dzire [2020-2024],2022,600000,Maruti Suzuki,100000,CNG,CompactSedan,5,First Owner ,Manual
2023 Used Tata Nexon EV in Guntur,Nexon EV,2023,1800000,Tata,32000,Electric,CompactSuv,5,First Owner ,Automatic
2018 Used Mahindra XUV500 in Guntur,XUV500 [2015-2018],2018,1150000,Mahindra,150000,Diesel,SUV,7,Second Owner ,Manual
2024 Used Tata Tiago in Guntur,Tiago,2024,700000,Tata,33000,Petrol,Hatchback,5,First Owner ,Automatic (AMT)
2015 Used Maruti Suzuki Swift in Guntur,Swift [2014-2018],2015,450000,Maruti Suzuki,172000,Diesel,Hatchback,5,First Owner ,Manual
2014 Used Mahindra Scorpio in Jajpur (Orissa),Scorpio [2009-2014],2014,400000,Mahindra,50000,Diesel,SUV,7,First Owner ,Manual
2018 Used Maruti Suzuki Vitara Brezza in Jajpur (Orissa),Vitara Brezza [2016-2020],2018,600000,Maruti Suzuki,130000,Diesel,SUV,5,First Owner ,Manual
2012 Used Ford Figo in Jajpur (Orissa),Figo [2012-2015],2012,120000,Ford,120000,Diesel,Hatchback,5,Third Owner ,Manual
2016 Used Renault Kwid in Jajpur (Orissa),Kwid [2015-2019],2016,185000,Renault,23000,Petrol,Hatchback,5,Second Owner ,Manual
2023 Used Tata Nexon in Jajpur (Orissa),Nexon [2020-2023],2023,1150000,Tata,23000,Petrol,CompactSuv,5,First Owner ,Automatic (AMT)
2015 Used Maruti Suzuki Wagon R in Jajpur (Orissa),Wagon R 1.0 [2014-2019],2015,350000,Maruti Suzuki,80000,Petrol,Hatchback,5,Second Owner ,Manual
2022 Used Mahindra Bolero in Jajpur (Orissa),Bolero,2022,1000000,Mahindra,22000,Diesel,CompactSuv,7,First Owner ,Manual
2022 Used Tata Safari in Jajpur (Orissa),Safari [2021-2023],2022,1650000,Tata,16000,Diesel,SUV,6,First Owner ,Manual
2010 Used Hyundai i10 in Jajpur (Orissa),i10 [2007-2010],2010,130000,Hyundai,99000,Petrol,Hatchback,5,Second Owner ,Manual
2020 Used Maruti Suzuki Wagon R in Jajpur (Orissa),Wagon R [2019-2022],2020,200000,Maruti Suzuki,25000,CNG,Hatchback,5,Second Owner ,Manual
2025 Used Maruti Suzuki Vitara Brezza in Jajpur (Orissa),Brezza,2025,1000000,Maruti Suzuki,1234,CNG,SubCompactSuv,5,First Owner ,Manual
2021 Used Maruti Suzuki Vitara Brezza in Jajpur (Orissa),Vitara Brezza [2020-2022],2021,750000,Maruti Suzuki,35000,Petrol,CompactSuv,5,First Owner ,Manual
2018 Used Maruti Suzuki Wagon R in Jajpur (Orissa),Wagon R 1.0 [2014-2019],2018,350000,Maruti Suzuki,150000,Petrol,Hatchback,5,First Owner ,Manual
2022 Used Tata Punch in Jajpur (Orissa),Punch,2022,600000,Tata,30000,Petrol,CompactSuv,5,Second Owner ,Manual
2017 Used Maruti Suzuki Vitara Brezza in Jajpur (Orissa),Vitara Brezza [2016-2020],2017,750000,Maruti Suzuki,46000,Diesel,SUV,5,First Owner ,Manual
2022 Used Tata Nexon in Jajpur (Orissa),Nexon [2020-2023],2022,1100000,Tata,41800,Petrol,CompactSuv,5,First Owner ,Manual
2022 Used Tata Nexon EV in Jajpur (Orissa),Nexon EV [2020-2022],2022,850000,Tata,35000,Electric,CompactSuv,5,First Owner ,Automatic
2023 Used Maruti Suzuki Alto K10 in Jajpur (Orissa),Alto K10,2023,430000,Maruti Suzuki,45000,Petrol,Hatchback,5,First Owner ,Manual
2021 Used Mahindra Scorpio in Jajpur (Orissa),Scorpio 2021,2021,900000,Mahindra,112500,Diesel,SUV,7,First Owner ,Manual
2007 Used Hyundai Santro in Jajpur (Orissa),Santro Xing [2003-2008],2007,80000,Hyundai,75000,Petrol,Hatchback,5,Third Owner ,Manual
2024 Used Kia Carens in Jajpur (Orissa),Carens [2023-2024],2024,1100000,Kia,10000,Petrol,MPV_MUV,7,First Owner ,Manual
2015 Used Maruti Suzuki Wagon R in Jajpur (Orissa),Wagon R 1.0 [2014-2019],2015,350000,Maruti Suzuki,42000,Petrol,Hatchback,5,First Owner ,Manual
2023 Used Tata Nexon in Jajpur (Orissa),Nexon [2020-2023],2023,800000,Tata,25000,Petrol,CompactSuv,5,First Owner ,Manual
2017 Used Hyundai i20 Active in Jajpur (Orissa),i20 Active [2015-2018],2017,450000,Hyundai,110000,Petrol,Hatchback,5,First Owner ,Manual
2024 Used Hyundai Creta in Beed,Creta,2024,1410000,Hyundai,22300,Petrol,SUV,5,First Owner ,Manual
2012 Used Renault Duster in Beed,Duster [2012-2015],2012,250000,Renault,209140,Diesel,SUV,5,Third Owner ,Manual
2013 Used Ford Ecosport in Beed,EcoSport [2013-2015],2013,280000,Ford,190000,Diesel,SUV,5,Third Owner ,Manual
2018 Used Tata Tiago in Beed,Tiago [2016-2020],2018,250000,Tata,1014000,Petrol,Hatchback,5,First Owner ,Manual
2024 Used BMW 3-Series in Pune,3 Series Gran Limousine,2024,5450000,BMW,9433,Diesel,Sedan,5,First Owner,Automatic (TC)
2024 Used Volvo XC90 in Pune,XC90 [2022-2025],2024,10500000,Volvo,11489,Petrol,SUV,7,UnRegistered Car,Automatic
2017 Used Maruti Suzuki Ertiga in Beed,Ertiga [2015-2018],2017,770000,Maruti Suzuki,142000,Diesel,SUV,7,Second Owner ,Manual
2024 Used Hyundai Creta in Beed,Creta [2023-2024],2024,1500000,Hyundai,50000,Diesel,SUV,5,First Owner ,Automatic (TC)
2011 Used Volkswagen Vento in Beed,Vento [2010-2012],2011,299000,Volkswagen,117000,Diesel,Sedan,5,First Owner ,Manual
2018 Used Maruti Suzuki Swift in Deoghar,Swift [2018-2021],2018,350000,Maruti Suzuki,66900,Petrol,Hatchback,5,First Owner ,Manual
2022 Used Hyundai Grand i10 NIOS in Eluru,Grand i10 Nios [2019-2023],2022,500000,Hyundai,140000,Petrol,Hatchback,5,First Owner ,Manual
2009 Used Tata Indica in Eluru,Indica V2 [2006-2013],2009,50000,Tata,100000,Diesel,Hatchback,5,Second Owner ,Manual
2014 Used Maruti Suzuki Swift in Eluru,Swift [2011-2014],2014,388212,Maruti Suzuki,85000,Petrol,Hatchback,5,Third Owner ,Manual
2022 Used Maruti Suzuki Baleno in Eluru,Baleno,2022,620000,Maruti Suzuki,57084,Petrol,Hatchback,5,First Owner ,Manual
2017 Used Hyundai Elite i20 in Eluru,Elite i20 [2017-2018],2017,580000,Hyundai,155000,Diesel,Hatchback,5,Second Owner ,Manual
2010 Used Tata Vista in Eluru,Indica Vista [2008-2011],2010,130000,Tata,153000,Diesel,Hatchback,5,Second Owner ,Manual
2018 Used Tata Tiago in Eluru,Tiago [2016-2020],2018,375000,Tata,80000,Petrol,Hatchback,5,First Owner ,Manual
2019 Used Mahindra TUV300 in Eluru,TUV300,2019,750000,Mahindra,190000,Diesel,SUV,7,First Owner ,Manual
2020 Used Maruti Suzuki DZire in Eluru,Dzire [2017-2020],2020,648339,Maruti Suzuki,112500,Petrol,CompactSedan,5,First Owner ,Manual
2020 Used Kia Seltos in Eluru,Seltos [2019-2022],2020,1000000,Kia,113000,Diesel,CompactSuv,5,First Owner ,Automatic (TC)
2019 Used Toyota Fortuner in Eluru,Fortuner [2016-2021],2019,2600000,Toyota,178000,Diesel,SUV,7,First Owner ,Automatic
2025 Used Hyundai Exter in Eluru,Exter,2025,800000,Hyundai,40000,Petrol,SubCompactSuv,5,First Owner ,Automatic (AMT)
2023 Used Mahindra-Renault Verito/Logan in Eluru,Logan Edge,2023,81034,Mahindra-Renault,99999,Petrol,Sedan,5,Third Owner ,Manual
2015 Used Honda City in Eluru,City [2014-2017],2015,400000,Honda,153000,Petrol,Sedan,5,First Owner ,Manual
2013 Used Maruti Suzuki Wagon R in Eluru,Stingray,2013,305000,Maruti Suzuki,87000,Petrol,Hatchback,5,Second Owner ,Manual
2012 Used Maruti Suzuki Swift in Eluru,Swift [2011-2014],2012,375000,Maruti Suzuki,137000,Diesel,Hatchback,5,Second Owner ,Manual
2023 Used Toyota Urban Cruiser Hyryder in Eluru,Urban Cruiser Hyryder,2023,1200000,Toyota,10800,Petrol,SUV,5,First Owner ,Manual
2022 Used Maruti Suzuki XL6 in Hosur,XL6,2022,1200000,Maruti Suzuki,75000,Petrol,MPV_MUV,6,First Owner ,Manual
2015 Used Mercedes-Benz GL-Class in Chennai,GL,2015,2775000,Mercedes-Benz,160000,Diesel,SUV,7,Second Owner,Automatic
2019 Used Honda City in Chennai,City [2014-2017],2019,875000,Honda,36000,Petrol,Sedan,5,First Owner,Manual
2020 Used Hyundai Verna in Chennai,Verna [2020-2023],2020,950000,Hyundai,77000,Petrol,Sedan,5,Second Owner,Manual
2019 Used Hyundai Creta in Chennai,Creta [2018-2019],2019,1050000,Hyundai,62000,Petrol,SUV,5,First Owner,Automatic
2011 Used BMW 5-Series in Chennai,5 Series [2010-2013],2011,1230000,BMW,60000,Diesel,Sedan,5,First Owner,Automatic
2022 Used MG Hector Plus in Chennai,Hector Plus [2020-2023],2022,1855000,MG,52000,Diesel,SUV,7,First Owner,Manual
2020 Used Hyundai Elite i20 in Chennai,i20 [2020-2023],2020,740000,Hyundai,86000,Diesel,Hatchback,5,First Owner,Manual
2019 Used Tata Hexa in Chennai,Hexa [2017-2019],2019,1190000,Tata,65000,Diesel,SUV,7,First Owner,Automatic
2019 Used Kia Seltos in Chennai,Seltos [2019-2022],2019,1230000,Kia,72000,Diesel,CompactSuv,5,First Owner,Automatic
2013 Used Toyota Innova in Chennai,Innova [2005-2009],2013,1050000,Toyota,140000,Petrol,SUV,7,First Owner,Manual
2019 Used Mahindra Marazzo in Chennai,Marazzo [2018-2020],2019,850000,Mahindra,100000,Diesel,SUV,8,First Owner,Manual
2019 Used Maruti Suzuki Baleno in Chennai,Baleno [2015-2019],2019,675000,Maruti Suzuki,55000,Petrol,Hatchback,5,First Owner,Manual
2018 Used Maruti Suzuki DZire in Chennai,Dzire [2017-2020],2018,590000,Maruti Suzuki,98000,Diesel,CompactSedan,5,Second Owner,Automatic (AMT)
2023 Used Hyundai Creta in Chennai,Creta [2020-2023],2023,1690000,Hyundai,46000,Diesel,SUV,5,First Owner,Manual
2016 Used Maruti Suzuki Swift in Chennai,Swift [2014-2018],2016,525000,Maruti Suzuki,75000,Petrol,Hatchback,5,First Owner,Manual
2016 Used Maruti Suzuki Swift DZire in Chennai,Swift Dzire [2015-2017],2016,675000,Maruti Suzuki,76000,Diesel,CompactSedan,5,First Owner,Manual
2016 Used Mahindra XUV500 in Chennai,XUV500 [2015-2018],2016,890000,Mahindra,97000,Diesel,SUV,7,Second Owner,Automatic
2010 Used Toyota Innova in Chennai,Innova [2005-2009],2010,720000,Toyota,110000,Petrol,SUV,7,First Owner,Manual
2019 Used Honda City in Chennai,City 4th Generation,2019,790000,Honda,74000,Petrol,Sedan,5,First Owner,Automatic (CVT)
2013 Used Hyundai Verna in Chennai,Verna [2011-2015],2013,550000,Hyundai,69000,Diesel,Sedan,5,First Owner,Manual
2015 Used Hyundai Xcent in Chennai,Xcent [2014-2017],2015,375000,Hyundai,75800,Petrol,CompactSedan,5,Second Owner,Manual
2017 Used Maruti Suzuki Swift in Chennai,Swift [2014-2018],2017,570000,Maruti Suzuki,31000,Petrol,Hatchback,5,First Owner,Manual
2018 Used Ford Ecosport in Chennai,EcoSport [2015-2017],2018,660000,Ford,65000,Petrol,SUV,5,First Owner ,Automatic
2020 Used Tata Harrier in Agra,Harrier [2019-2023],2020,1250000,Tata,117000,Diesel,SUV,5,First Owner ,Manual
2014 Used Honda Amaze in Agra,Amaze [2013-2016],2014,335000,Honda,102800,Diesel,Sedan,5,Second Owner,Manual
2017 Used Maruti Suzuki Ciaz in Ambala City,Ciaz [2017-2018],2017,595000,Maruti Suzuki,75000,Petrol,Sedan,5,First Owner ,Manual
2014 Used Tata Safari in Kurukshetra,Safari Storme [2012-2015],2014,530000,Tata,134000,Diesel,SUV,7,4 or More Owners,Manual
2018 Used Audi Q3 in Ambala Cantt,Q3 [2017-2020],2018,2000000,Audi,112000,Diesel,SUV,5,First Owner ,Automatic
2022 Used Mahindra XUV700 in Ambala City,XUV700,2022,2000000,Mahindra,51080,Diesel,SUV,7,First Owner ,Automatic (TC)
2018 Used Hyundai Creta in Ambala City,Creta [2017-2018],2018,600000,Hyundai,100000,Diesel,SUV,5,Second Owner ,Manual
2014 Used Hyundai i20 in Ambala City,i20 [2012-2014],2014,260000,Hyundai,85000,Diesel,Hatchback,5,Third Owner ,Manual
2022 Used Hyundai Creta in Ambala City,Creta [2020-2023],2022,1400000,Hyundai,31000,Petrol,SUV,5,First Owner ,Manual
2015 Used Hyundai Grand i10 in Ambala City,Grand i10 [2013-2017],2015,250000,Hyundai,166000,Diesel,Hatchback,5,Second Owner ,Manual
2014 Used Honda City in Ambala City,City [2011-2014],2014,290000,Honda,127000,Petrol,Sedan,5,Third Owner ,Manual
2020 Used Kia Sonet in Ambala City,Sonet [2020-2022],2020,700000,Kia,141700,Diesel,CompactSuv,5,Second Owner ,Manual
2015 Used Hyundai Eon in Ambala City,Eon,2015,225000,Hyundai,82000,Petrol,Hatchback,5,Third Owner ,Manual
2016 Used Mercedes-Benz 190 in Ambala City,190,2016,2500000,Mercedes-Benz,85000,Diesel,Sedan,0,Second Owner ,Automatic
2017 Used Maruti Suzuki Swift in Ambala City,Swift [2014-2018],2017,460000,Maruti Suzuki,62828,Petrol,Hatchback,5,First Owner ,Manual
2012 Used Maruti Suzuki Swift in Ambala City,Swift [2011-2014],2012,220000,Maruti Suzuki,97000,Diesel,Hatchback,5,Third Owner ,Manual
2014 Used Hyundai Eon in Ambala City,Eon,2014,92000,Hyundai,86500,Petrol,Hatchback,5,Second Owner ,Manual
2015 Used Honda City in Ambala City,City [2014-2017],2015,380000,Honda,150000,Diesel,Sedan,5,Third Owner ,Manual
2011 Used Maruti Suzuki Swift DZire in Ambala City,Swift Dzire [2010-2011],2011,222720,Maruti Suzuki,200000,Petrol,Sedan,5,Third Owner ,Manual
2023 Used Tata Harrier in Ambala City,Harrier [2019-2023],2023,1800000,Tata,42000,Diesel,SUV,5,First Owner ,Automatic (TC)
2015 Used Maruti Suzuki Ertiga in Ambala City,Ertiga [2012-2015],2015,520000,Maruti Suzuki,100000,Diesel,SUV,7,Second Owner ,Manual
2015 Used Maruti Suzuki Ertiga in Ambala City,Ertiga [2015-2018],2015,450000,Maruti Suzuki,128000,Diesel,SUV,7,First Owner ,Manual
2011 Used Tata Manza in Ambala City,Manza [2011-2015],2011,150000,Tata,150000,Diesel,Sedan,5,4 or More Owners,Manual
2015 Used Hyundai Eon in Ambala City,Eon,2015,325000,Hyundai,89000,Petrol,Hatchback,5,First Owner ,Manual
2017 Used Hyundai Creta in Ambala City,Creta [2015-2017],2017,550000,Hyundai,80000,Diesel,SUV,5,Second Owner ,Manual
2010 Used Hyundai i10 in Ambala City,i10 [2007-2010],2010,135000,Hyundai,99099,Petrol,Hatchback,5,Second Owner ,Manual
2022 Used Mahindra XUV700 in Gulbarga,XUV700,2022,1900000,Mahindra,39500,Diesel,SUV,7,Second Owner ,Manual
2013 Used Toyota Innova in Gulbarga,Innova [2013-2014],2013,800000,Toyota,180000,Diesel,SUV,7,First Owner ,Manual
2022 Used Skoda Kushaq in Bhavnagar,Kushaq [2021-2023],2022,1500000,Skoda,80000,Petrol,SUV,5,First Owner ,Manual
2016 Used Audi Q3 in Ahmedabad,Q3 [2017-2020],2016,1425000,Audi,70000,Diesel,SUV,5,Second Owner ,Automatic
2017 Used Ford Endeavour in Ahmedabad,Endeavour [2016-2019],2017,1875000,Ford,170000,Diesel,SUV,7,Second Owner ,Automatic
2019 Used Mercedes-Benz C-Class in Ahmedabad,C-Class [2018-2022],2019,2190000,Mercedes-Benz,56400,Diesel,Sedan,5,Second Owner ,Automatic
2011 Used BMW 5-Series in Ahmedabad,5 Series [2010-2013],2011,1011000,BMW,112000,Diesel,Sedan,5,First Owner ,Automatic
2023 Used Honda City in Ahmedabad,City,2023,945000,Honda,2000,Petrol,Sedan,5,First Owner ,Manual
2023 Used Maruti Suzuki Vitara Brezza in Ahmedabad,Brezza,2023,875000,Maruti Suzuki,81000,CNG,CompactSuv,5,First Owner ,Manual
2017 Used Maruti Suzuki DZire in Ahmedabad,Dzire [2017-2020],2017,535000,Maruti Suzuki,77000,Diesel,CompactSedan,5,Second Owner ,Automatic (AMT)
2015 Used Maruti Suzuki S-Cross in Thane,S-Cross [2014-2017],2015,580000,Maruti Suzuki,73170,Diesel,SUV,5,Second Owner,Manual
2019 Used Toyota Innova Crysta in Thane,Innova Crysta [2016-2020],2019,1725000,Toyota,121540,Diesel,SUV,8,First Owner ,Automatic
2016 Used Porsche Cayenne in Bangalore,Cayenne [2014-2018],2016,5975000,Porsche,65000,Diesel,SUV,5,Second Owner ,Automatic
2021 Used Ford Ecosport in Lucknow,EcoSport [2017-2019],2021,795000,Ford,106000,Diesel,SUV,5,First Owner ,Manual
2020 Used Hyundai Creta in Lucknow,Creta [2020-2023],2020,1195000,Hyundai,111000,Diesel,SUV,5,First Owner ,Manual
2012 Used Honda Brio in Lucknow,Brio [2011-2013],2012,195000,Honda,77000,Petrol,Hatchback,5,First Owner,Manual
2021 Used Ford Ecosport in Lucknow,EcoSport [2017-2019],2021,795000,Ford,106000,Diesel,SUV,5,First Owner,Manual
2016 Used Toyota Innova Crysta in Lucknow,Innova Crysta [2016-2020],2016,1125000,Toyota,104000,Diesel,SUV,7,Second Owner,Manual
2022 Used Maruti Suzuki Vitara Brezza in Lucknow,Brezza,2022,1025000,Maruti Suzuki,111000,Petrol,CompactSuv,5,First Owner,Automatic (TC)
2019 Used Maruti Suzuki Ertiga in Lucknow,Ertiga [2015-2018],2019,885000,Maruti Suzuki,75000,Diesel,SUV,7,First Owner,Manual
2019 Used Maruti Suzuki Ertiga in Lucknow,Ertiga [2015-2018],2019,885000,Maruti Suzuki,130000,Diesel,SUV,7,First Owner,Manual
2022 Used Maruti Suzuki Ertiga in Lucknow,Ertiga,2022,975000,Maruti Suzuki,72000,Petrol,MPV_MUV,7,First Owner ,Manual
2023 Used Mahindra Bolero in Lucknow,Bolero Neo [2021-2022],2023,890000,Mahindra,100000,Diesel,CompactSuv,7,First Owner ,Manual
2019 Used Maruti Suzuki Swift in Lucknow,Swift [2018-2021],2019,525000,Maruti Suzuki,118000,Petrol,Hatchback,5,First Owner,Automatic (AMT)
2015 Used Hyundai Elite i20 in Lucknow,Elite i20 [2014-2015],2015,425000,Hyundai,75000,Petrol,Hatchback,5,Second Owner,Manual
2015 Used Ford Ecosport in Lucknow,EcoSport [2013-2015],2015,425000,Ford,120000,Diesel,SUV,5,Second Owner,Manual
2018 Used Maruti Suzuki Alto in Lucknow,Alto K10 [2014-2020],2018,325000,Maruti Suzuki,63000,Petrol,Hatchback,5,First Owner ,Automatic
2016 Used Mahindra XUV500 in Lucknow,XUV500 [2015-2018],2016,545000,Mahindra,107000,Diesel,SUV,7,Second Owner,Manual
2020 Used Kia Seltos in Lucknow,Seltos [2019-2022],2020,885000,Kia,87000,Diesel,SUV,5,First Owner,Manual
2018 Used Maruti Suzuki Alto 800 in Lucknow,Alto 800 [2012-2016],2018,285000,Maruti Suzuki,64000,Petrol,Hatchback,5,First Owner ,Manual
2015 Used Ford Ecosport in Lucknow,EcoSport [2013-2015],2015,425000,Ford,100000,Diesel,SUV,5,Second Owner ,Manual
2011 Used Hyundai i20 in Lucknow,i20 [2010-2012],2011,225000,Hyundai,114000,Petrol,Hatchback,5,First Owner,Manual
2017 Used Honda WR-V in Lucknow,WR-V [2017-2020],2017,595000,Honda,94000,Diesel,SUV,5,First Owner,Manual
2021 Used Maruti Suzuki Alto 800 in Lucknow,Alto 800 [2016-2019],2021,325000,Maruti Suzuki,83000,Petrol,Hatchback,5,First Owner ,Manual
2016 Used Hyundai i10 in Lucknow,i10 [2010-2017],2016,295000,Hyundai,34000,Petrol,Hatchback,5,First Owner,Manual
2017 Used Maruti Suzuki Alto 800 in Lucknow,Alto 800 [2012-2016],2017,275000,Maruti Suzuki,87000,CNG,Hatchback,5,First Owner ,Manual
2018 Used Maruti Suzuki Vitara Brezza in Lucknow,Vitara Brezza [2016-2020],2018,625000,Maruti Suzuki,128000,Diesel,SUV,5,First Owner,Manual
2016 Used BMW 3 Series GT in Agra,3 Series GT [2016-2021],2016,1350000,BMW,72000,Petrol,Sedan,5,First Owner,Automatic
2018 Used Hyundai Eon in Agra,Eon,2018,260000,Hyundai,31000,Petrol,Hatchback,5,Second Owner,Manual
2013 Used Skoda Yeti in Agra,Yeti [2010-2014],2013,200000,Skoda,92000,Diesel,SUV,5,First Owner,Manual
2017 Used Hyundai Elite i20 in Agra,Elite i20 [2017-2018],2017,475000,Hyundai,98000,Diesel,Hatchback,5,First Owner,Manual
2015 Used Toyota Fortuner in Agra,Fortuner [2012-2016],2015,1280000,Toyota,98200,Diesel,SUV,7,First Owner,Manual
2016 Used Maruti Suzuki Vitara Brezza in Agra,Vitara Brezza [2016-2020],2016,525000,Maruti Suzuki,55000,Diesel,SUV,5,First Owner,Manual
2017 Used Maruti Suzuki Ciaz in Agra,Ciaz [2014-2017],2017,535000,Maruti Suzuki,45000,Diesel,Sedan,5,First Owner,Manual
2017 Used Ford Ecosport in Agra,EcoSport [2017-2019],2017,450000,Ford,98000,Diesel,SUV,5,First Owner,Manual
