Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission
2017 Maruti Swift,Swift 2014-2021,2017,450000,Maruti,98000,Petrol,Hatchback,5,First-Owner,Manual
2018 Jeep Compass,Compass 2017-2021,2018,800000,Jeep,158000,Diesel,SUV,5,Third-Owner,Manual
2018 Renault Duster,Duster 2016-2019,2018,650000,Renault,84000,Petrol,SUV,5,First-Owner,Automatic
2015 Skoda Rapid,Rapid 2014-2016,2015,650000,Skoda,85000,Diesel,Sedan,5,Third-Owner,Manual
2012 Maruti SX4,SX4 2007-2012,2012,294000,Maruti,90000,Diesel,Sedan,5,Second-Owner,Manual
2012 Mahindra Bolero,Bolero 2011-2019,2012,400000,Mahindra,216000,Diesel,SUV,7,Second-Owner,Manual
2013 Hyundai i20,i20 2012-2015,2013,350000,Hyundai,200000,Diesel,Hatchback,5,Third-Owner,Manual
2015 Maruti Swift Dzire Tour,Swift Dzire Tour 2012-2018,2015,450000,Maruti,150000,Diesel,Sedan,5,Second-Owner,Manual
2022 Hyundai Venue,Venue 2019-2022,2022,898000,Hyundai,38000,Petrol,SUV,5,First-Owner,Manual
2017 Ford Ecosport,EcoSport 2015-2021,2017,600000,Ford,79000,Diesel,SUV,5,Second-Owner,Manual
2014 Maruti Swift Dzire,Swift Dzire 2011-2014,2014,550000,Maruti,80000,Diesel,Sedan,5,First-Owner,Manual
2021 Tata Harrier,Harrier 2019-2023,2021,1595000,Tata,73000,Diesel,SUV,5,First-Owner,Automatic
2021 Mahindra Bolero,Bolero,2021,600000,Mahindra,110000,Diesel,SUV,7,Second-Owner,Manual
2016 Ford Figo,Figo 2015-2019,2016,280000,Ford,46000,Diesel,Hatchback,5,Second-Owner,Manual
2023 Tata Nexon,Nexon 2023-2023,2023,850000,Tata,20000,Petrol,SUV,5,First-Owner,Manual
2021 Tata Nexon,Nexon 2020-2023,2021,700000,Tata,10000,Petrol,SUV,5,First-Owner,Manual
2022 Tata Nexon,Nexon 2020-2023,2022,850000,Tata,43000,Petrol,SUV,5,First-Owner,Manual
2024 Hyundai Grand i10 Nios,Grand i10 Nios,2024,800000,Hyundai,22000,Petrol,Hatchback,5,Second-Owner,Manual
2007 Honda City,City ZX 2005-2008,2007,120000,Honda,110000,Petrol,Sedan,5,Fifth-Owner,Manual
2005 Maruti Wagon R,Wagon R 1999-2006,2005,40000,Maruti,31000,Petrol,Hatchback,5,Second-Owner,Manual
2012 Hyundai EON,EON,2012,200000,Hyundai,73000,Petrol,Hatchback,5,First-Owner,Manual
2013 Mahindra Bolero,Bolero 2011-2019,2013,450000,Mahindra,100000,Diesel,SUV,7,Second-Owner,Manual
2024 Hyundai Exter,Exter,2024,700000,Hyundai,10000,Petrol,SUV,5,First-Owner,Manual
2010 Maruti Zen Estilo,Zen Estilo,2010,110000,Maruti,100000,Petrol,Hatchback,5,First-Owner,Manual
2014 Mahindra Scorpio,Scorpio 2009-2014,2014,450000,Mahindra,120000,Diesel,SUV,7,First-Owner,Manual
2016 Honda Amaze,Amaze 2013-2016,2016,450000,Honda,80000,Diesel,Sedan,5,First-Owner,Manual
2023 Maruti Wagon R,Wagon R,2023,740000,Maruti,30000,Petrol,Hatchback,5,First-Owner,Manual
2023 Maruti Wagon R,Wagon R,2023,750000,Maruti,30000,Petrol,Hatchback,5,First-Owner,Manual
2012 Hyundai i10,i10,2012,300000,Hyundai,98000,Petrol,Hatchback,5,Third-Owner,Manual
2012 Tata Indigo,Indigo,2012,120000,Tata,120000,Diesel,Sedan,5,Second-Owner,Manual
2011 Hyundai Verna,Verna 2011-2015,2011,350000,Hyundai,170000,Diesel,Sedan,5,Second-Owner,Manual
2015 Hyundai i20,Elite i20 2014-2017,2015,400000,Hyundai,113000,Petrol,Hatchback,5,Second-Owner,Manual
2015 Hyundai i20,Elite i20 2014-2017,2015,350000,Hyundai,113000,Petrol,Hatchback,5,Second-Owner,Manual
2018 Mercedes-Benz GLC,GLC 2016-2019,2018,4590000,Mercedes-Benz,73500,Petrol,SUV,5,Second-Owner,Automatic
2022 Nissan Magnite,Magnite 2020-2024,2022,810000,Nissan,30000,Petrol,SUV,5,First-Owner,Automatic
2012 Mahindra XUV500,XUV500 2011-2015,2012,650000,Mahindra,160000,Diesel,SUV,7,Second-Owner,Manual
2022 Tata Safari,Safari 2021-2023,2022,2150000,Tata,30000,Diesel,SUV,7,First-Owner,Automatic
2023 Skoda Superb,Superb 2020-2023,2023,3145000,Skoda,36000,Petrol,Sedan,5,First-Owner,Automatic
2006 Chevrolet Aveo,Aveo,2006,100000,Chevrolet,160000,Petrol,Sedan,5,Third-Owner,Manual
2022 Tata Nexon,Nexon 2020-2023,2022,1143000,Tata,40000,Petrol,SUV,5,First-Owner,Manual
2021 Honda Amaze,Amaze 2016-2021,2021,685000,Honda,29000,Petrol,Sedan,5,First-Owner,Manual
2015 Mercedes-Benz M-Class,M-Class,2015,2345000,Mercedes-Benz,68000,Diesel,SUV,5,First-Owner,Automatic
2022 Mahindra Bolero,Bolero,2022,950000,Mahindra,66000,Diesel,SUV,7,Second-Owner,Manual
2017 Hyundai EON,EON,2017,330000,Hyundai,65000,Petrol,Hatchback,5,Third-Owner,Manual
2006 Maruti Alto 800,Alto 2000-2012,2006,300990,Maruti,98000,Petrol,Hatchback,5,Fourth-Owner,Manual
2017 Skoda Superb,Superb 2016-2020,2017,1690000,Skoda,78000,Petrol,Sedan,5,First-Owner,Automatic
2017 Maruti Baleno,Baleno 2015-2022,2017,500000,Maruti,137000,Petrol,Hatchback,5,Second-Owner,Manual
2009 Hyundai Santro Xing,Santro Xing,2009,100000,Hyundai,90000,Petrol,Hatchback,5,Third-Owner,Manual
2020 Hyundai Creta,Creta 2015-2020,2020,600000,Hyundai,30000,Diesel,SUV,5,First-Owner,Manual
2013 Jaguar XF,XF,2013,1790000,Jaguar,27700,Diesel,Sedan,5,First-Owner,Automatic
2022 Maruti S Cross,S Cross,2022,1025000,Maruti,30000,Petrol,SUV,5,First-Owner,Manual
2010 Ford Figo,Figo 2010-2012,2010,145000,Ford,150000,Diesel,Hatchback,5,Third-Owner,Manual
2015 Maruti Swift Dzire Tour,Swift Dzire Tour 2012-2018,2015,300000,Maruti,4000,CNG,Sedan,5,First-Owner,Manual
2018 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2018,677000,Maruti,60000,Diesel,SUV,5,Second-Owner,Manual
2020 Maruti Baleno,Baleno 2015-2022,2020,650000,Maruti,40000,Petrol,Hatchback,5,First-Owner,Manual
2015 Hyundai Grand i10,Grand i10 2013-2016,2015,350000,Hyundai,100000,Petrol,Hatchback,5,Second-Owner,Manual
2023 Tata Nexon,Nexon 2023-2023,2023,800000,Tata,50000,Petrol,SUV,5,First-Owner,Manual
2014 Hyundai Grand i10,Grand i10 2013-2016,2014,210000,Hyundai,160000,Diesel,Hatchback,5,Second-Owner,Manual
2017 Hyundai Grand i10,Grand i10,2017,250000,Hyundai,70000,Diesel,Hatchback,5,Second-Owner,Manual
2020 Hyundai i20,Elite i20 2017-2020,2020,550000,Hyundai,30000,Petrol,Hatchback,5,Second-Owner,Manual
2022 Maruti Ignis,Ignis,2022,600000,Maruti,40000,Petrol,Hatchback,5,Second-Owner,Manual
2022 Tata Tiago,Tiago,2022,675000,Tata,50000,CNG,Hatchback,5,First-Owner,Manual
2019 Maruti Wagon R,Wagon R 2013-2022,2019,375000,Maruti,90000,Petrol,Hatchback,5,Second-Owner,Manual
2021 Maruti Ignis,Ignis,2021,450000,Maruti,70000,Petrol,Hatchback,5,First-Owner,Manual
2015 Hyundai Xcent,Xcent 2014-2016,2015,250000,Hyundai,120000,Diesel,Sedan,5,First-Owner,Manual
2014 Chevrolet Enjoy,Enjoy 2013-2015,2014,165000,Chevrolet,90000,Diesel,MUV,7,Second-Owner,Manual
2010 Hyundai i10,i10,2010,175000,Hyundai,90000,Petrol,Hatchback,5,Second-Owner,Manual
2014 Ford Ecosport,EcoSport 2013-2015,2014,325000,Ford,94500,Diesel,SUV,5,First-Owner,Manual
2018 Ford Ecosport,EcoSport 2015-2021,2018,400000,Ford,72000,Petrol,SUV,5,Fifth-Owner,Manual
2025 Kia Carens,Carens,2025,1227000,Kia,17000,Petrol,MUV,7,First-Owner,Manual
2019 Maruti Wagon R,Wagon R 2013-2022,2019,400000,Maruti,98000,CNG,Hatchback,5,First-Owner,Manual
2021 Maruti S-Presso,S-Presso,2021,450000,Maruti,43000,Petrol,Hatchback,5,First-Owner,Automatic
2019 Maruti Wagon R,Wagon R 2013-2022,2019,400000,Maruti,105000,CNG,Hatchback,5,First-Owner,Manual
2015 Maruti Alto K10,Alto K10 2014-2020,2015,230000,Maruti,76873,Petrol,Hatchback,5,Third-Owner,Manual
2012 Maruti Alto 800,Alto 2000-2012,2012,160000,Maruti,60000,Petrol,Hatchback,5,Second-Owner,Manual
2018 Maruti Alto 800,Alto 800 2016-2019,2018,260000,Maruti,71555,Petrol,Hatchback,5,Second-Owner,Manual
2025 Mahindra XUV 3XO,XUV 3XO,2025,1090000,Mahindra,10000,Petrol,SUV,5,First-Owner,Automatic
2014 Maruti Swift Dzire,Swift Dzire 2011-2014,2014,325000,Maruti,150000,Diesel,Sedan,5,Second-Owner,Manual
2009 Hyundai i10,i10 2007-2010,2009,85000,Hyundai,103000,Petrol,Hatchback,5,Third-Owner,Manual
2022 Kia Seltos,Seltos 2019-2023,2022,1250000,Kia,100000,Diesel,SUV,5,First-Owner,Manual
2020 Hyundai Verna,Verna 2020-2023,2020,825000,Hyundai,80000,Petrol,Sedan,5,Second-Owner,Manual
2014 Mahindra XUV500,XUV500 2011-2015,2014,525000,Mahindra,82000,Diesel,SUV,7,Second-Owner,Manual
2010 Hyundai i10,i10 2007-2010,2010,135000,Hyundai,100000,Petrol,Hatchback,5,Second-Owner,Manual
2017 Hyundai Creta,Creta 2015-2020,2017,828000,Hyundai,150000,Diesel,SUV,5,First-Owner,Manual
2010 Maruti Alto 800,Alto 2000-2012,2010,140000,Maruti,100000,Petrol,Hatchback,5,First-Owner,Manual
2011 BMW 5 Series,5 Series 2010-2013,2011,500000,BMW,100000,Diesel,Sedan,5,Third-Owner,Automatic
2021 Mahindra XUV300,XUV300,2021,600000,Mahindra,150000,Diesel,SUV,5,First-Owner,Manual
2013 Maruti Ertiga,Ertiga 2012-2015,2013,370000,Maruti,100000,Diesel,MUV,7,First-Owner,Manual
2015 Mahindra XUV500,XUV500,2015,749000,Mahindra,120000,Diesel,SUV,7,Third-Owner,Manual
2014 Hyundai Verna,Verna 2011-2015,2014,400000,Hyundai,120000,Petrol,Sedan,5,Second-Owner,Manual
2021 Tata Altroz,Altroz 2020-2023,2021,550000,Tata,120000,Diesel,Hatchback,5,First-Owner,Manual
2016 Skoda Octavia,Octavia 2013-2021,2016,700000,Skoda,150000,Diesel,Sedan,5,First-Owner,Automatic
2014 Hyundai i20,Elite i20 2014-2017,2014,500000,Hyundai,70000,Petrol,Hatchback,5,First-Owner,Manual
2021 Tata Tigor,Tigor,2021,572178,Tata,20402,Petrol,Sedan,5,Second-Owner,Automatic
2021 Maruti Vitara Brezza,Vitara Brezza,2021,956765,Maruti,2515,Petrol,SUV,5,First-Owner,Manual
2016 Honda Jazz,Jazz 2014-2020,2016,478100,Honda,66359,Petrol,Hatchback,5,First-Owner,Automatic
2015 Ford Ecosport,EcoSport 2015-2021,2015,452175,Ford,57377,Petrol,SUV,5,Third-Owner,Automatic
2015 Volkswagen Vento,Vento 2013-2015,2015,518906,Volkswagen,78526,Diesel,Sedan,5,First-Owner,Manual
2024 Kia Carens,Carens,2024,1395000,Kia,10000,Petrol,MUV,7,First-Owner,Manual
2017 Tata Tiago,Tiago 2015-2019,2017,400000,Tata,60000,Petrol,Hatchback,5,Second-Owner,Manual
2023 Maruti Brezza,Brezza,2023,1100000,Maruti,77000,CNG,SUV,5,First-Owner,Manual
2020 Ford Ecosport,EcoSport 2015-2021,2020,900000,Ford,80000,Diesel,SUV,5,First-Owner,Manual
2018 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2018,950000,Maruti,70000,Diesel,SUV,5,Second-Owner,Manual
2014 Nissan Terrano,Terrano 2013-2017,2014,420000,Nissan,150000,Diesel,SUV,5,Second-Owner,Manual
2018 Maruti Ertiga,Ertiga 2015-2022,2018,750000,Maruti,150000,Diesel,MUV,7,Second-Owner,Manual
2024 Tata Harrier,Harrier,2024,2300000,Tata,20000,Diesel,SUV,5,First-Owner,Manual
2015 Hyundai Verna,Verna 2011-2015,2015,516000,Hyundai,120000,Diesel,Sedan,5,Third-Owner,Manual
2013 Maruti Swift,Swift 2010-2014,2013,295000,Maruti,160000,Diesel,Hatchback,5,First-Owner,Manual
2023 Skoda Slavia,Slavia,2023,1500000,Skoda,20000,Petrol,Sedan,5,First-Owner,Automatic
2017 Datsun RediGO,redi-GO 2016-2020,2017,200000,Datsun,50000,Petrol,Hatchback,5,First-Owner,Manual
2012 Ford Figo,Figo 2010-2012,2012,114000,Ford,90000,Diesel,Hatchback,5,Third-Owner,Manual
2016 Maruti Wagon R,Wagon R 2013-2022,2016,375000,Maruti,60500,Petrol,Hatchback,5,Second-Owner,Automatic
2011 Ford Figo,Figo 2010-2012,2011,120000,Ford,150000,Diesel,Hatchback,5,Second-Owner,Manual
2016 Toyota Etios,Etios 2014-2017,2016,450000,Toyota,120000,Diesel,Sedan,5,First-Owner,Manual
2018 Maruti Wagon R,Wagon R 2013-2022,2018,400000,Maruti,10000,Petrol,Hatchback,5,First-Owner,Automatic
2007 Maruti Wagon R,Wagon R 2006-2010,2007,100000,Maruti,120000,Petrol,Hatchback,5,Second-Owner,Manual
2012 Honda Brio,Brio 2011-2013,2012,275000,Honda,40000,Petrol,Hatchback,5,Second-Owner,Manual
2011 Hyundai i20,i20 2010-2012,2011,280000,Hyundai,120000,Petrol,Hatchback,5,Second-Owner,Manual
2022 Hyundai i20,i20 2020-2023,2022,830000,Hyundai,80000,Petrol,Hatchback,5,First-Owner,Manual
2011 Honda New Accord,New Accord 2011-2014,2011,1000000,Honda,60000,Petrol,Sedan,5,Second-Owner,Manual
2011 Maruti Alto K10,Alto K10 2010-2014,2011,110000,Maruti,80000,Petrol,Hatchback,5,Third-Owner,Manual
2013 Volkswagen Polo,Polo 2009-2014,2013,200000,Volkswagen,150000,Petrol,Hatchback,5,Fourth-Owner,Manual
2025 Hyundai Verna,Verna,2025,1425000,Hyundai,10000,Petrol,Sedan,5,First-Owner,Manual
2019 Hyundai Creta,Creta 2015-2020,2019,1020000,Hyundai,90000,Diesel,SUV,5,First-Owner,Manual
2024 Hyundai i20,i20,2024,850000,Hyundai,20000,Petrol,Hatchback,5,First-Owner,Manual
2015 Hyundai Creta,Creta 2015-2020,2015,615000,Hyundai,90000,Diesel,SUV,5,Second-Owner,Automatic
2017 Mahindra Bolero Power Plus,Bolero Power Plus,2017,525000,Mahindra,120000,Diesel,SUV,7,Third-Owner,Manual
2013 Maruti Swift Dzire,Swift Dzire 2011-2014,2013,337000,Maruti,120000,Diesel,Sedan,5,Third-Owner,Manual
2023 Kia Seltos,Seltos,2023,1620000,Kia,50000,Petrol,SUV,5,First-Owner,Automatic
2014 Ford Ecosport,EcoSport 2013-2015,2014,350000,Ford,53000,Diesel,SUV,5,First-Owner,Manual
2010 Maruti SX4,SX4 2007-2012,2010,154000,Maruti,80000,Petrol,Sedan,5,Second-Owner,Manual
2022 Tata Harrier,Harrier 2019-2023,2022,1399000,Tata,120000,Diesel,SUV,5,First-Owner,Manual
2017 Hyundai Grand i10,Grand i10 2016-2017,2017,340000,Hyundai,50000,Petrol,Hatchback,5,Second-Owner,Manual
2021 Toyota Innova Crysta,Innova Crysta 2020-2022,2021,2051000,Toyota,100000,Diesel,MUV,7,First-Owner,Manual
2017 Maruti Ignis,Ignis,2017,500000,Maruti,40000,Petrol,Hatchback,5,First-Owner,Manual
2021 Maruti Ertiga,Ertiga 2015-2022,2021,900000,Maruti,50000,Petrol,MUV,7,First-Owner,Manual
2021 Hyundai Creta,Creta 2020-2024,2021,875000,Hyundai,80000,Diesel,SUV,5,First-Owner,Manual
2020 Maruti Wagon R,Wagon R 2013-2022,2020,420000,Maruti,32000,Petrol,Hatchback,5,First-Owner,Manual
2019 Maruti Celerio,Celerio Tour 2018-2021,2019,375000,Maruti,25000,CNG,Hatchback,5,Fifth-Owner,Manual
2009 Maruti A-Star,A-Star,2009,120000,Maruti,40000,Petrol,Hatchback,5,Second-Owner,Manual
2012 Mahindra Bolero,Bolero 2011-2019,2012,200000,Mahindra,143000,Diesel,SUV,7,Third-Owner,Manual
2008 Hyundai i10,i10,2008,80000,Hyundai,63000,Petrol,Hatchback,5,Third-Owner,Manual
2011 Tata Indigo,Indigo XL,2011,150000,Tata,70000,Diesel,Sedan,5,First-Owner,Manual
2023 Kia Seltos,Seltos,2023,1050000,Kia,37000,Petrol,SUV,5,First-Owner,Manual
2017 Maruti Swift,Swift 2014-2021,2017,310000,Maruti,150000,Petrol,Hatchback,5,First-Owner,Manual
2024 Kia Seltos,Seltos,2024,1900000,Kia,40000,Diesel,SUV,5,First-Owner,Manual
2011 Ford Fiesta,Fiesta 2011-2013,2011,275000,Ford,120000,Diesel,Sedan,5,Second-Owner,Manual
2021 Maruti Alto 800,Alto 800,2021,400000,Maruti,70000,Petrol,Hatchback,5,First-Owner,Manual
2012 Toyota Innova,Innova 2012-2013,2012,1100000,Toyota,120000,Diesel,MUV,8,Second-Owner,Manual
2014 Audi A4,A4 2008-2014,2014,1500000,Audi,120000,Diesel,Sedan,5,First-Owner,Automatic
2016 Ford Figo,Figo 2015-2019,2016,400000,Ford,100000,Petrol,Hatchback,5,Second-Owner,Manual
2019 Hyundai i20,Elite i20 2017-2020,2019,550000,Hyundai,120000,Petrol,Hatchback,5,Third-Owner,Manual
2023 Hyundai Exter,Exter,2023,850000,Hyundai,12000,Petrol,SUV,5,First-Owner,Manual
2018 Honda City,City 4th Generation,2018,900000,Honda,80000,Diesel,Sedan,5,Second-Owner,Manual
2018 Maruti Baleno,Baleno 2015-2022,2018,750000,Maruti,130000,Diesel,Hatchback,5,First-Owner,Manual
2023 Maruti Grand Vitara,Grand Vitara,2023,1400000,Maruti,150000,Petrol,SUV,5,First-Owner,Automatic
2020 Tata Altroz,Altroz 2020-2023,2020,700000,Tata,117000,Petrol,Hatchback,5,First-Owner,Manual
2016 Hyundai Creta,Creta 2015-2020,2016,1000000,Hyundai,91000,Diesel,SUV,5,Third-Owner,Automatic
2022 Maruti Ciaz,Ciaz,2022,1200000,Maruti,20000,Petrol,Sedan,5,First-Owner,Manual
2011 Maruti Swift,Swift 2010-2014,2011,345000,Maruti,125000,Diesel,Hatchback,5,Third-Owner,Manual
2014 Maruti Swift,Swift 2014-2021,2014,358000,Maruti,60000,Petrol,Hatchback,5,Third-Owner,Manual
2009 Maruti Swift Dzire,Swift Dzire 2008-2012,2009,200000,Maruti,160000,Petrol,Sedan,5,Third-Owner,Manual
2016 Mahindra Supro,Supro,2016,350000,Mahindra,54000,Diesel,Minivans,8,First-Owner,Manual
2013 Mahindra Bolero,Bolero 2011-2019,2013,535000,Mahindra,150000,Diesel,SUV,7,First-Owner,Manual
2025 Toyota Rumion,Rumion,2025,1250000,Toyota,10000,CNG,MUV,7,First-Owner,Manual
2024 Mahindra XUV700,XUV700,2024,2400000,Mahindra,70000,Diesel,SUV,7,First-Owner,Manual
2018 Toyota Fortuner,Fortuner 2016-2021,2018,2400000,Toyota,100000,Diesel,SUV,7,Second-Owner,Manual
2010 Hyundai i10,i10,2010,110000,Hyundai,73000,Petrol,Hatchback,5,Second-Owner,Manual
2008 Hyundai i10,i10 2007-2010,2008,70000,Hyundai,103000,Petrol,Hatchback,5,Fourth-Owner,Manual
2022 Hyundai Venue,Venue 2019-2022,2022,700000,Hyundai,68000,Petrol,SUV,5,Second-Owner,Manual
2022 Hyundai Venue,Venue 2019-2022,2022,750000,Hyundai,68000,Petrol,SUV,5,First-Owner,Manual
2025 Maruti FRONX,FRONX,2025,1000000,Maruti,1000,Petrol,SUV,5,First-Owner,Automatic
2022 Hyundai Aura,Aura 2020-2023,2022,600000,Hyundai,94000,CNG,Sedan,5,First-Owner,Manual
2015 Honda City,City 2014-2015,2015,350000,Honda,13000,Diesel,Sedan,5,Third-Owner,Manual
2019 Mahindra TUV 300 Plus,TUV 300 Plus,2019,686000,Mahindra,84000,Diesel,MUV,9,First-Owner,Manual
2014 Tata Nano,Nano 2012-2017,2014,100000,Tata,48000,Petrol,Hatchback,4,First-Owner,Manual
2012 Maruti Wagon R,Wagon R 2010-2013,2012,240000,Maruti,78000,Petrol,Hatchback,5,Second-Owner,Manual
2009 Maruti Wagon R,Wagon R 2013-2022,2009,99999,Maruti,60000,LPG,Hatchback,5,Second-Owner,Manual
2020 Maruti Celerio,Celerio 2017-2021,2020,350000,Maruti,20000,Petrol,Hatchback,5,First-Owner,Manual
2023 Renault Kiger,Kiger 2021-2023,2023,807000,Renault,20000,Petrol,SUV,5,First-Owner,Manual
2021 Mahindra Thar,Thar,2021,1300000,Mahindra,90000,Diesel,SUV,4,Second-Owner,Manual
2022 Maruti Ertiga,Ertiga,2022,940000,Maruti,120000,CNG,MUV,7,First-Owner,Manual
2015 Maruti Ertiga,Ertiga 2012-2015,2015,550000,Maruti,150000,Diesel,MUV,7,Second-Owner,Manual
2020 Hyundai Creta,Creta 2020-2024,2020,1200000,Hyundai,160000,Petrol,SUV,5,First-Owner,Manual
2014 Maruti Wagon R,Wagon R 2013-2022,2014,347000,Maruti,90000,Petrol,Hatchback,5,First-Owner,Manual
2025 Maruti Ertiga,Ertiga,2025,1400000,Maruti,10000,CNG,MUV,7,First-Owner,Manual
2025 Maruti Brezza,Brezza,2025,900000,Maruti,11000,CNG,SUV,5,Second-Owner,Manual
2013 Maruti Alto 800,Alto 800 2012-2016,2013,150000,Maruti,105000,Petrol,Hatchback,5,Third-Owner,Manual
2018 Maruti S Cross,S-Cross 2017-2020,2018,600000,Maruti,170000,Diesel,SUV,5,First-Owner,Manual
2002 Maruti 800,800,2002,60000,Maruti,79000,Petrol,Hatchback,4,Fifth-Owner,Manual
2018 Datsun RediGO,redi-GO 2016-2020,2018,160000,Datsun,1020000,Petrol,Hatchback,5,First-Owner,Manual
2023 Tata Nexon,Nexon 2023-2023,2023,950000,Tata,60000,Petrol,SUV,5,First-Owner,Manual
2019 Hyundai Creta,Creta 2015-2020,2019,890000,Hyundai,70000,Diesel,SUV,5,First-Owner,Manual
2009 Maruti Wagon R,Wagon R 2006-2010,2009,90000,Maruti,120000,Petrol,Hatchback,5,Third-Owner,Manual
2013 Maruti Ertiga,Ertiga 2012-2015,2013,475000,Maruti,90000,Diesel,MUV,7,Third-Owner,Manual
2010 Tata Safari,Safari 2005-2017,2010,275000,Tata,111000,Diesel,SUV,7,Second-Owner,Manual
2010 Maruti Alto 800,Alto 2000-2012,2010,110000,Maruti,11000,Petrol,Hatchback,5,Third-Owner,Manual
2022 Maruti Wagon R,Wagon R 2013-2022,2022,600000,Maruti,27000,Petrol,Hatchback,5,First-Owner,Manual
2022 Maruti Wagon R,Wagon R 2013-2022,2022,550000,Maruti,30000,Petrol,Hatchback,5,Second-Owner,Manual
2019 Maruti Baleno,Baleno 2015-2022,2019,650000,Maruti,80000,Petrol,Hatchback,5,First-Owner,Manual
2025 Maruti FRONX,FRONX,2025,773000,Maruti,10000,Petrol,SUV,5,First-Owner,Manual
2020 Maruti Wagon R,Wagon R 2013-2022,2020,450000,Maruti,47000,Petrol,Hatchback,5,First-Owner,Automatic
2011 Maruti Ritz,Ritz 2009-2011,2011,225000,Maruti,160000,Diesel,Hatchback,5,First-Owner,Manual
2017 Ford Ecosport,EcoSport 2015-2021,2017,400000,Ford,10000,Diesel,SUV,5,Second-Owner,Manual
2017 Mahindra Scorpio,Scorpio 2014-2022,2017,800000,Mahindra,135000,Diesel,SUV,7,Third-Owner,Manual
2017 Mercedes-Benz E-Class,E-Class 2015-2017,2017,2100000,Mercedes-Benz,60000,Diesel,Sedan,5,Second-Owner,Automatic
2023 MG Hector,Hector 2021-2023,2023,1940000,MG,11000,Petrol,SUV,5,First-Owner,Automatic
2016 Hyundai i20,i20 2015-2017,2016,535000,Hyundai,38000,Petrol,Hatchback,5,First-Owner,Manual
2022 Toyota Fortuner,Fortuner,2022,3875000,Toyota,29000,Petrol,SUV,7,First-Owner,Automatic
2017 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2017,580000,Maruti,70000,Diesel,SUV,5,First-Owner,Manual
2018 Hyundai Creta,Creta 2015-2020,2018,910000,Hyundai,68000,Petrol,SUV,5,Second-Owner,Manual
2010 Hyundai i10,i10,2010,190000,Hyundai,78000,Petrol,Hatchback,5,First-Owner,Manual
2018 Maruti Celerio,Celerio 2017-2021,2018,435000,Maruti,51000,Petrol,Hatchback,5,First-Owner,Manual
2014 Maruti Swift,Swift 2014-2021,2014,375000,Maruti,38000,Petrol,Hatchback,5,Second-Owner,Manual
2013 Hyundai Verna,Verna 2011-2015,2013,435000,Hyundai,72000,Diesel,Sedan,5,Second-Owner,Automatic
2023 Honda City,City,2023,1325000,Honda,48000,Petrol,Sedan,5,First-Owner,Automatic
2021 Ford Endeavour,Endeavour 2020-2022,2021,3200000,Ford,52000,Diesel,SUV,7,First-Owner,Automatic
2015 BMW 5 Series,5 Series 2013-2017,2015,1600000,BMW,72000,Diesel,Sedan,5,Second-Owner,Automatic
2018 Hyundai Tucson,Tucson 2016-2020,2018,1095000,Hyundai,80000,Petrol,SUV,5,First-Owner,Automatic
2013 Hyundai i10,i10,2013,225000,Hyundai,74000,Petrol,Hatchback,5,Third-Owner,Manual
2023 Mahindra Scorpio N,Scorpio N,2023,2190000,Mahindra,25000,Diesel,SUV,7,First-Owner,Automatic
2013 Nissan Evalia,Evalia,2013,240000,Nissan,84000,Diesel,MUV,7,First-Owner,Manual
2014 Chevrolet Sail,Sail,2014,199999,Chevrolet,60000,Diesel,Sedan,5,Fourth-Owner,Manual
2022 Maruti Wagon R,Wagon R 2013-2022,2022,500000,Maruti,32000,Petrol,Hatchback,5,First-Owner,Manual
2017 Honda City,City 2015-2017,2017,775000,Honda,34091,Petrol,Sedan,5,First-Owner,Manual
2014 Maruti Wagon R,Wagon R 2013-2022,2014,230000,Maruti,50000,Petrol,Hatchback,5,Third-Owner,Manual
2025 Hyundai Venue,Venue,2025,900000,Hyundai,10000,Petrol,SUV,5,First-Owner,Manual
2024 Tata Punch,Punch,2024,610000,Tata,10000,Petrol,SUV,5,First-Owner,Manual
2021 Renault Kiger,Kiger 2021-2023,2021,650000,Renault,16000,Petrol,SUV,5,First-Owner,Manual
2023 Mahindra Thar,Thar,2023,1180000,Mahindra,12500,Petrol,SUV,4,First-Owner,Automatic
2013 Mahindra Xylo,Xylo 2012-2014,2013,260000,Mahindra,50000,Diesel,MUV,8,First-Owner,Manual
2020 Mahindra XUV300,XUV300,2020,565000,Mahindra,10000,Diesel,SUV,5,Second-Owner,Manual
2012 Ford Figo,Figo 2012-2015,2012,163000,Ford,60000,Diesel,Hatchback,5,Second-Owner,Manual
2011 Hyundai i10,i10,2011,145000,Hyundai,53000,Petrol,Hatchback,5,Second-Owner,Manual
2023 Nissan Magnite,Magnite 2020-2024,2023,860000,Nissan,10000,Petrol,SUV,5,First-Owner,Manual
2021 Hyundai Creta,Creta 2020-2024,2021,900000,Hyundai,12274,Petrol,SUV,5,First-Owner,Manual
2018 Maruti Celerio,Celerio 2017-2021,2018,275000,Maruti,72000,Petrol,Hatchback,5,First-Owner,Automatic
2012 Toyota Innova,Innova 2012-2013,2012,410000,Toyota,100000,Diesel,MUV,8,Second-Owner,Manual
